title,total price,price per unit,unit,link,availability
Kejora Fresh Purple Passion Fruit Grown in the USA - 12 Count (Pack of 1) - Pick Fresh,37.98,1.19,Ounce ,/sspa/click?ie=UTF8&spc=MTo0ODkyNjc0ODgyODM5ODIxOjE3MzIyNjA5Nzg6c3BfYnRmOjIwMDAxMzkyNDUwNjg4MTo6MDo6&url=%2FKejora-Fresh-Purple-Passion-Organically%2Fdp%2FB07RSK1KHN%2Fref%3Dsr_1_556_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.qAAgmbCjS0HIOcksicCDlSojaHf0LkDmhje9WR4tIbNHMAg77Hjrmiza5SV6x3cnkYPZ6SmGrUMcS7bl9OomB1dBH1sW6pTL4YD8IRp_3W18YVb0gucoJHRKerMs1Rhv1psoFLj21ig6PFyRDu4a2KUNcKVvEDSBfvvSlUov4-RP1PCAIL4znohPEA1LHvlW_OIMVYERSl8zXDlCfeL_Y8eXHgryZhHjm1gV5MACWH-uU4Prx8ux1_1hQCE7gHVU3nXd61sW7xMZ9JHzYFdYDx6HXDaLrFqrEwcSOwJfHSI.pjRWPwUFCv62e3n_BQ2SxoCAD9PI_AYZ1ETlYEMIZno%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732260978%26s%3Dgrocery%26sr%3D1-556-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,In Stock
"That's it. Apple + Dates 100% Natural Real Fruit Bar, Best High Fiber Vegan, Gluten Free Healthy Snack, Paleo for Children & Adults, Non GMO, Sugar-Free, No Preservatives Energy Food (12 Pack)",21.99,1.53,Ounce ,/sspa/click?ie=UTF8&spc=MTo0ODkyNjc0ODgyODM5ODIxOjE3MzIyNjA5Nzg6c3BfYnRmOjIwMDE0NTY1MzYzNzY5ODo6MDo6&url=%2FThats-Artificial-Ingredients-Preservatives-Delicious%2Fdp%2FB07GB6KFYC%2Fref%3Dsr_1_557_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.qAAgmbCjS0HIOcksicCDlSojaHf0LkDmhje9WR4tIbNHMAg77Hjrmiza5SV6x3cnkYPZ6SmGrUMcS7bl9OomB1dBH1sW6pTL4YD8IRp_3W18YVb0gucoJHRKerMs1Rhv1psoFLj21ig6PFyRDu4a2KUNcKVvEDSBfvvSlUov4-RP1PCAIL4znohPEA1LHvlW_OIMVYERSl8zXDlCfeL_Y8eXHgryZhHjm1gV5MACWH-uU4Prx8ux1_1hQCE7gHVU3nXd61sW7xMZ9JHzYFdYDx6HXDaLrFqrEwcSOwJfHSI.pjRWPwUFCv62e3n_BQ2SxoCAD9PI_AYZ1ETlYEMIZno%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732260978%26s%3Dgrocery%26sr%3D1-557-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,In Stock
"NUT CRAVINGS Dry Fruits - Dried Apple Rings Slices, No Sugar Added - Chewy Soft Texture (16oz - 1 LB) Packed Fresh in Resealable Bag - Sweet Snack, Healthy Food, All Natural, Vegan, Kosher Certified",16.97,1.06,Ounce ,/sspa/click?ie=UTF8&spc=MTo0ODkyNjc0ODgyODM5ODIxOjE3MzIyNjA5Nzg6c3BfYnRmOjIwMDAzODg2OTIwODA4MTo6MDo6&url=%2FNUT-CRAVINGS-Dry-Fruits-Resealable%2Fdp%2FB0797ZQ7B7%2Fref%3Dsr_1_558_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.qAAgmbCjS0HIOcksicCDlSojaHf0LkDmhje9WR4tIbNHMAg77Hjrmiza5SV6x3cnkYPZ6SmGrUMcS7bl9OomB1dBH1sW6pTL4YD8IRp_3W18YVb0gucoJHRKerMs1Rhv1psoFLj21ig6PFyRDu4a2KUNcKVvEDSBfvvSlUov4-RP1PCAIL4znohPEA1LHvlW_OIMVYERSl8zXDlCfeL_Y8eXHgryZhHjm1gV5MACWH-uU4Prx8ux1_1hQCE7gHVU3nXd61sW7xMZ9JHzYFdYDx6HXDaLrFqrEwcSOwJfHSI.pjRWPwUFCv62e3n_BQ2SxoCAD9PI_AYZ1ETlYEMIZno%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732260978%26s%3Dgrocery%26sr%3D1-558-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,In Stock
"Sunny Fruit Soft Organic Turkish Dried Apricots - 1 Bag (5 Individual Portion Packs) | Healthy, Convenient Snack Packs | ORGANIC, NON-GMO, VEGAN, HALAL, KOSHER, NO PRESERVATIVES, NO SUGAR ADDED",8.99,1.02,Ounce ,https://aax-us-iad.amazon.com/x/c/JC-bP2JpZMy-ir5VlCXU_6kAAAGTUszfBQEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICC7RuBY/clv1_CEuOPUxokZA0iHrVfro2hRPVRHNpduQWqpM4yB6Gy6Vs8X96wSymIPw18nHE8xvWjq0yzpNb3XTPsunPS2cAIxV4cRCUEsnhNx8ueEVOdnmtIMBlhEfB8IkGXHypUWktjC0br4BrIqFvoJSmd-ckKTeJje6W4Bc4Ta2EwiSYMtPm0obbgF4qHFy2PdrzPLAgAndZa8DWzclRB3g1L4NIIKZQ2sPww4crRQTKeqMhzxNa78NhmLmxQUxujES9tiVeCGHkNPiLpANp2AkbNsgyZBmweiD42ySdf8iSx47iV5ckJQWOjZ6_1B-IZk_7FZaqxvdfxt1Cl7-mXfW_fJ2fBuhn-shbUT9s_6LbtL4JedEWH3jXdzdcWMc0dG6qrh0/https://www.amazon.com/ORGANIC-Turkish-Dried-Apricots-Preservatives/dp/B07G6WG4CG/ref=sxbs_sbv_search_btf?c=ts&content-id=amzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9%3Aamzn1.sym.805ca70d-e057-4820-b9b3-729eee71f8a9&cv_ct_cx=Fresh+Fruits&dib=eyJ2IjoiMSJ9.dQzpU0luncKaRuLpf7WFMg.8dso_ZLEQ-j0seG7peBm9D6O4k4FOh8En2teQufzQVw&dib_tag=se&keywords=Fresh+Fruits&pd_rd_i=B07G6WG4CG&pd_rd_r=5dc3d3e2-375d-4f84-9e88-970df564af55&pd_rd_w=qbtII&pd_rd_wg=7djRl&pf_rd_p=805ca70d-e057-4820-b9b3-729eee71f8a9&pf_rd_r=3V2Q4ESZ3AX90YS3PEZK&qid=1732260978&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-529-48f7baba-8e26-45f3-8811-e1a601ad20bf&ts_id=16318981,In Stock
"Freeze Dried Sliced Blackberries 5 Oz, 100% Natural Sliced Fruit, Great for Healthy Snacks, Smoothies or Trail Mix, NO Added Sugar or Preservatives, Gluten-Free and Good for Vegan or Paleo Diets in Resealable Bag",17.99,3.60,Ounce ,/sspa/click?ie=UTF8&spc=MTo3NDcxMTEwMjExNTU1NDcwOjE3MzIyNjEwNjc6c3BfYXRmX25leHQ6MzAwNTI1MzM4MzAwNDAyOjowOjo&url=%2FBlackberries-Smoothies-Preservatives-Gluten-Free-Resealable%2Fdp%2FB0DJV3L1YF%2Fref%3Dsr_1_553_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732261067%26s%3Dgrocery%26sr%3D1-553-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,In Stock
"USimplySeason Barberry (Zereshk), 4 Oz | Whole Dried Berries",18.12,4.53,Ounce ,/sspa/click?ie=UTF8&spc=MTo3NDcxMTEwMjExNTU1NDcwOjE3MzIyNjEwNjc6c3BfYXRmX25leHQ6MjAwMDMyNDM4MzQ5NDcxOjowOjo&url=%2FUSimplySeason-Barberry-Zareshk-Whole-Berries%2Fdp%2FB08GH6Z7D6%2Fref%3Dsr_1_554_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732261067%26s%3Dgrocery%26sr%3D1-554-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,In Stock
"Dried Lemon Slices,Dehydrated Dry Lemon,Perfect for Fruit Tea-Cocktails,Baking,Sweet Wheels for Garnish, 柠檬片,3.52oz(100g）",12.99,3.69,Ounce ,/sspa/click?ie=UTF8&spc=MTo3NDcxMTEwMjExNTU1NDcwOjE3MzIyNjEwNjc6c3BfYXRmX25leHQ6MzAwNTIwNjQwNjI2MjAyOjowOjo&url=%2FDehydrated-Natural-Additives-Superior-Cocktails%2Fdp%2FB0CRVQD6PN%2Fref%3Dsr_1_555_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732261067%26s%3Dgrocery%26sr%3D1-555-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,In Stock
RED GRAPEFRUIT FRESH PRODUCE FRUIT VEGETABLES EACH (1),8.88,8.88,Count ,/RED-GRAPEFRUIT-FRESH-PRODUCE-VEGETABLES/dp/B01A2BN56M/ref=sr_1_556?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-556&ts_id=16318981,In Stock
"Fresh Limes, Premium Quality, Juicy & Zesty - Perfect for Cocktails, Cooking, & Garnishing (1 Pound)",18.99,1.19,Ounce ,/Fresh-Limes-Premium-Quality-Juicy/dp/B0DGF6N92N/ref=sr_1_557?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-557&ts_id=16318981,In Stock
"Orange Navel Bag Conventional, 128 Ounce",22.50,0.18,Ounce ,/Orange-Navel-Bag-Conventional-Ounce/dp/B0899SFVBL/ref=sr_1_558?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-558&ts_id=16318981,In Stock
Young Fresh Coconut (Pack of 12),76.99,6.42,Count ,/Young-Fresh-Coconut-Pack-12/dp/B07MF275SH/ref=sr_1_559?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-559&ts_id=16318981,Only 3 left in stock - order soon.
RED DELICIOUS APPLES FRESH PRODUCE FRUIT 2 POUND,15.70,0.49,Ounce ,/DELICIOUS-APPLES-FRESH-PRODUCE-FRUIT/dp/B0D5BZQTC4/ref=sr_1_560?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-560&ts_id=16318981,In Stock
Fresh Avocado (18 Avocados),38.93,3.24,Count ,/The-Fresh-Fruit-Avocado-Avocados/dp/B0095WY9OC/ref=sr_1_561?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-561&ts_id=16318981,In Stock
Kejora Fresh Gala Apple 3 LB,24.88,0.52,Ounce ,/Kejora-Fresh-Organic-Gala-Apple/dp/B098RPQRBL/ref=sr_1_562?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-562&ts_id=16318981,In Stock
Fresh California Hass Avocados from Fallbrook (Pack of 6),32.00,5.33,Count ,/Fresh-California-HASS-Avocados-Fallbrook/dp/B087W59KPQ/ref=sr_1_563?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-563&ts_id=16318981,Only 6 left in stock - order soon.
"Bella Viva Orchards Dried Slab Apricots, 1 lb of Dried Fruit",19.79,1.24,Fl Oz ,/Bella-Viva-Dried-Fruit-Apricots/dp/B074PDW7WD/ref=sr_1_564?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-564&ts_id=16318981,In Stock
KEJORA 8 Premium Fresh California Hass Avocados,28.98,1.93,Count ,/KEJORA-Premium-Fresh-California-Avocados/dp/B083PY49PK/ref=sr_1_565?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-565&ts_id=16318981,In Stock
Fresh Tropical Gold Hawaiian Pineapples (2 ea),32.98,16.49,Count ,/Fresh-Tropical-Gold-Hawaiian-Pineapples/dp/B001OK3V5Q/ref=sr_1_566?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-566&ts_id=16318981,In Stock
"KVJ JOY ""Fresh Fuyu Persimmons"" 4 LB",31.95,2.00,Ounce ,/KVJ-JOY-Fresh-Fuyu-Persimmons/dp/B0DJ6BKSZR/ref=sr_1_567?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-567&ts_id=16318981,In Stock
Kejora Fresh Jujube fruits (Ziziphus jujuba) in 1 LB and 2 LB (1),26.98,1.69,Ounce ,/sspa/click?ie=UTF8&spc=MTo3NDcxMTEwMjExNTU1NDcwOjE3MzIyNjEwNjc6c3BfbXRmOjIwMDA0MjY0MTg0ODc4MTo6MDo6&url=%2FKejora-Organic-Jujube-fruits-Ziziphus%2Fdp%2FB08GZMNZX3%2Fref%3Dsr_1_568_sspa%3Fc%3Dts%26dib%3DeyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE%26dib_tag%3Dse%26keywords%3DFresh%2BFruits%26qid%3D1732261067%26s%3Dgrocery%26sr%3D1-568-spons%26ts_id%3D16318981%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,In Stock
Dates Rutab Medjool 8 lb Box Fresh Rhutab Medjool Dates 8 pound Box California Ruttab Medjool Dates Bulk gmo free Coachella Valley Date Farm US Shipped No Sugar Added eight pound fruit snack,80.00,80.00,Count ,/Medjool-Rhutab-California-Coachella-Shipped/dp/B0938R6LHS/ref=sr_1_569?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-569&ts_id=16318981,In stock
Orange fruits fresh hand picked from orchard naturally grown farm produce (4 lb) - RawJoy,20.00,0.31,Ounce ,/Orange-fruits-orchard-naturally-produce/dp/B0CZFWDL2R/ref=sr_1_570?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-570&ts_id=16318981,Only 4 left in stock - order soon.
PRODUCE Key Lime Bag,12.98,0.81,Ounce ,/Fresh-Produce-Brands-May-Vary/dp/B07FZ1CPV2/ref=sr_1_571?c=ts&dib=eyJ2IjoiMSJ9.CzNlfbIBgMgEwOeoOOjQ-tybLCXdRiSO_3CyjI90kxiP5I0Dz7Io6r4ER8yHptTmY4il3gQW-q5Cm21SidVkL0yC4v8D_4WhJ2GWTgaWGXjXugDhjorKfJJquaCwLSjwv0r2DYlMxaELX8bgN-oMKJX8Aj6TiNo89PTovlrMgoXUTjXajAx0KR0I6NVB8o_bzjpwiTZ_K8VsrcV6wrgpD2FytUnbYeDRxyZVGBPHq1Cvel-DYeUwMylTiUe2bSRnCgjmSmBGEcueAjCINXm5-93JE7oX6vuRjvPfDw6pjR0.h76V4Kpgv3xJ5-OpDfFc00dW7y23QOF9Isf_TdtAzkE&dib_tag=se&keywords=Fresh+Fruits&qid=1732261067&s=grocery&sr=1-571&ts_id=16318981,In Stock
